run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2024-03-11_11.04.26,F-7,2251,4794,4,0.17624315902423346,"[{'start_idx': 1042, 'end_idx': 1329, 'score': 3.931878667758455}, {'start_idx': 1716, 'end_idx': 1927, 'score': 3.825736768171643}, {'start_idx': 2450, 'end_idx': 2519, 'score': 4.407939563439648}, {'start_idx': 2520, 'end_idx': 2589, 'score': 4.579437754503143}, {'start_idx': 3080, 'end_idx': 3149, 'score': 4.364654511404421}, {'start_idx': 3150, 'end_idx': 3219, 'score': 4.3982905206136}]",1,0,3,"[[1966, 2177]]","[(1292, 1579), (2700, 2839), (3330, 3469)]",3,"[{'start_idx': 1042, 'end_idx': 1329, 'score': 3.931878667758455}, {'start_idx': 1716, 'end_idx': 1927, 'score': 3.825736768171643}, {'start_idx': 2450, 'end_idx': 2519, 'score': 4.407939563439648}, {'start_idx': 2520, 'end_idx': 2589, 'score': 4.579437754503143}, {'start_idx': 3080, 'end_idx': 3149, 'score': 4.364654511404421}, {'start_idx': 3150, 'end_idx': 3219, 'score': 4.3982905206136}]",MSL,"[[1250, 1450], [2670, 2790], [3325, 3425]]","[contextual, contextual, contextual]"
2024-03-11_11.04.26,M-3,1777,1867,1,0.09396313839000792,"[{'start_idx': 1125, 'end_idx': 1422, 'score': 4.294300738867766}]",0,0,1,[],"[(1375, 1672)]",1,"[{'start_idx': 1125, 'end_idx': 1422, 'score': 4.294300738867766}]",MSL,"[[1250, 1500]]",[contextual]
2024-03-11_11.04.26,M-4,1816,1778,1,0.11702274768047656,"[{'start_idx': 1049, 'end_idx': 1341, 'score': 3.8762632748151398}]",0,0,1,[],"[(1299, 1591)]",1,"[{'start_idx': 1049, 'end_idx': 1341, 'score': 3.8762632748151398}]",MSL,"[[1250, 1500]]",[contextual]
2024-03-11_11.04.26,M-5,1772,2043,1,0.10378613685323022,"[{'start_idx': 1280, 'end_idx': 1518, 'score': 3.821114198533674}]",0,0,1,[],"[(1530, 1768)]",1,"[{'start_idx': 1280, 'end_idx': 1518, 'score': 3.821114198533674}]",MSL,"[[1250, 1550]]",[contextual]
2024-03-11_11.04.26,P-15,3422,2596,0,0.07535181337004293,[],0,1,0,[],[],1,[],MSL,"[[1390, 1410]]",[point]
2024-03-11_11.04.26,C-1,1898,2004,1,0.03218247775598942,"[{'start_idx': 250, 'end_idx': 526, 'score': 6.731771551230965}]",0,1,1,[],"[(500, 776)]",2,"[{'start_idx': 250, 'end_idx': 526, 'score': 6.731771551230965}]",MSL,"[[550, 750], [2100, 2210]]","[point, contextual]"
2024-03-11_11.04.26,C-2,504,1791,1,0.1521863278783041,"[{'start_idx': 0, 'end_idx': 186, 'score': 4.937495160541751}]",0,1,1,[],"[(250, 436)]",2,"[{'start_idx': 0, 'end_idx': 186, 'score': 4.937495160541751}]",MSL,"[[290, 390], [1540, 1575]]","[point, contextual]"
2024-03-11_11.04.26,T-12,885,2170,1,0.028526138088475286,"[{'start_idx': 259, 'end_idx': 594, 'score': 5.721278495185522}]",0,0,1,[],"[(509, 844)]",1,"[{'start_idx': 259, 'end_idx': 594, 'score': 5.721278495185522}]",MSL,"[[630, 750]]",[contextual]
2024-03-11_11.04.26,T-13,885,2170,0,0.032895082567123014,[],0,2,0,[],[],2,[],MSL,"[[690, 790], [1900, 2050]]","[contextual, contextual]"
2024-03-11_11.04.26,F-4,1984,3162,1,0.03388238337669068,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 5.879383462566714}]",0,0,1,[],"[(2700, 2769)]",1,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 5.879383462566714}]",MSL,"[[2700, 2770]]",[point]
2024-03-11_11.04.26,F-5,2338,3662,1,0.02453607968820703,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 13.832703780866908}, {'start_idx': 3360, 'end_idx': 3429, 'score': 13.274562347455877}, {'start_idx': 3430, 'end_idx': 3499, 'score': 11.902017938305631}, {'start_idx': 3500, 'end_idx': 3562, 'score': 9.208761891117648}]",0,0,1,[],"[(3540, 3812)]",1,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 13.832703780866908}, {'start_idx': 3360, 'end_idx': 3429, 'score': 13.274562347455877}, {'start_idx': 3430, 'end_idx': 3499, 'score': 11.902017938305631}, {'start_idx': 3500, 'end_idx': 3562, 'score': 9.208761891117648}]",MSL,"[[3550, 3700]]",[point]
2024-03-11_11.04.26,D-14,3415,2365,1,0.027846876567843386,"[{'start_idx': 1479, 'end_idx': 1873, 'score': 10.4610622550684}]",0,1,1,[],"[(1729, 2123)]",2,"[{'start_idx': 1479, 'end_idx': 1873, 'score': 10.4610622550684}]",MSL,"[[1630, 1650], [1800, 2000]]","[point, point]"
2024-03-11_11.04.26,T-9,179,836,0,0.19440783511676693,[],0,2,0,[],[],2,[],MSL,"[[780, 810], [890, 970]]","[point, point]"
2024-03-11_11.04.26,P-14,2620,5840,1,0.05489583151188154,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 13.507178056480024}, {'start_idx': 4410, 'end_idx': 4479, 'score': 13.545479491821252}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.650250187465238}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.512069788130596}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.864115460584703}]",0,0,1,[],"[(4590, 4939)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 13.507178056480024}, {'start_idx': 4410, 'end_idx': 4479, 'score': 13.545479491821252}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.650250187465238}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.512069788130596}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.864115460584703}]",MSL,"[[4575, 4755]]",[point]
2024-03-11_11.04.26,T-8,488,1259,2,0.03479013568649355,"[{'start_idx': 536, 'end_idx': 786, 'score': 4.747936823834568}, {'start_idx': 1023, 'end_idx': 1238, 'score': 4.531539325496969}]",0,0,2,[],"[(786, 1036), (1273, 1488)]",2,"[{'start_idx': 536, 'end_idx': 786, 'score': 4.747936823834568}, {'start_idx': 1023, 'end_idx': 1238, 'score': 4.531539325496969}]",MSL,"[[870, 930], [1330, 1370]]","[contextual, contextual]"
2024-03-11_11.04.26,P-11,3709,3275,2,0.023625334998333948,"[{'start_idx': 938, 'end_idx': 1211, 'score': 3.7629384431085047}, {'start_idx': 1500, 'end_idx': 1758, 'score': 3.8707217895159864}]",0,0,2,[],"[(1188, 1461), (1750, 2008)]",2,"[{'start_idx': 938, 'end_idx': 1211, 'score': 3.7629384431085047}, {'start_idx': 1500, 'end_idx': 1758, 'score': 3.8707217895159864}]",MSL,"[[1778, 1898], [1238, 1344]]","[point, point]"
2024-03-11_11.04.26,D-15,1814,1898,0,0.17798436353966987,[],0,1,0,[],[],1,[],MSL,"[[1500, 2140]]",[point]
2024-03-11_11.04.26,D-16,1191,1931,1,0.17459850775207414,"[{'start_idx': 463, 'end_idx': 701, 'score': 5.290557607295049}]",0,0,1,[],"[(713, 951)]",1,"[{'start_idx': 463, 'end_idx': 701, 'score': 5.290557607295049}]",MSL,"[[600, 1250]]",[contextual]
2024-03-11_11.04.26,M-7,1327,1896,1,0.029298678679488144,"[{'start_idx': 613, 'end_idx': 909, 'score': 11.026396948162152}]",0,0,1,[],"[(863, 1159)]",1,"[{'start_idx': 613, 'end_idx': 909, 'score': 11.026396948162152}]",MSL,"[[940, 1040]]",[point]
2024-03-11_11.04.26,F-8,3082,2227,1,0.09116754368107247,"[{'start_idx': 1718, 'end_idx': 1968, 'score': 4.775415198734648}]",0,0,1,[],"[(1968, 2218)]",1,"[{'start_idx': 1718, 'end_idx': 1968, 'score': 4.775415198734648}]",MSL,"[[1950, 2486]]",[contextual]
